@relation rfm

@attribute CustomerID string
@attribute r numeric
@attribute f numeric
@attribute m numeric

@data
14428,6,5,76.32
14431,302,1,76.5
14432,9,6,99
14434,21,6,199.2
14436,98,1,20.4
14437,365,1,17.4
14438,305,1,19.5
14439,319,1,175.2
14440,7,5,153
14441,0,4,107.1
14442,204,2,76.5
14443,53,4,35.95
14446,0,4,23.85
14447,18,5,34.8
14449,18,4,30
14450,180,3,29.7
14451,59,2,19.8
14452,10,2,16.95
14453,189,1,15
14456,4,9,30
14457,310,1,45
14459,154,1,132
14460,109,3,41.76
14461,147,3,67.6
14462,65,11,39.6
14463,97,3,178.5
14465,246,3,163.5
14466,28,7,127.5
14467,17,4,22.5
14470,11,2,50
14472,103,8,49.9
14473,73,2,85
14474,45,1,34
14475,71,3,119.4
14476,256,1,30
14477,19,4,179
14479,253,2,25
14480,10,1,49.92
14481,164,2,47.2
14482,17,6,179
14483,281,1,30
14484,49,1,31.6
14485,38,1,9.95
14487,26,6,51
14488,67,1,158.4
14489,206,1,29.88
14491,174,2,47.7
14493,6,5,59.4
14494,25,1,30
14495,50,2,20.8
14496,311,2,122.04
14497,308,1,30
14498,42,5,170
14499,25,3,25.2
14500,87,3,102
14501,183,2,35.4
14502,19,11,89.55
14503,2,6,136
14504,46,4,27
14505,16,8,75.6
14506,16,5,45
14508,21,2,21.45
14511,10,5,49.92
14512,187,2,29.85
14513,100,3,138.24
14514,60,3,60
14515,17,6,71.4
14517,32,2,31.8
14518,63,1,29.75
14520,1,2,165
14522,23,4,143.04
14523,107,1,46.8
14524,31,9,102
14527,2,55,87.6
14528,36,1,45
14529,59,3,15.3
14530,25,6,107.1
14532,235,4,47.7
14533,24,7,127.2
14534,2,18,169.92
14535,59,3,55.65
14536,259,1,51
14537,57,1,49.8
14538,64,2,53.1
14539,15,2,40.56
14540,9,3,35.4
14541,58,8,90
14542,185,1,35.7
14544,23,2,103.68
14546,4,5,35.4
14547,3,8,87.2
14549,310,1,17
14550,10,2,90
14551,17,2,30
14552,151,1,9.9
14553,18,5,165
14554,9,4,72
14555,56,2,60.84
14557,84,1,102
14560,6,22,136
14561,75,3,39.6
14562,3,18,99.6
14565,95,4,67.5
14567,56,2,153
14569,0,1,122.4
14570,280,2,77.35
14572,2,7,102
14573,179,9,44.85
14576,371,1,35.4
14577,12,4,22.5
14578,2,1,28.08
14581,16,1,27.84
14582,40,1,35.4
14583,5,5,25.5
14584,168,4,63.8
14585,49,1,29.5
14586,276,1,20.4
14587,18,9,38.25
14589,371,1,15.9
14591,14,4,58.5
14592,34,3,14.95
14593,21,3,75
14594,6,2,17
14595,19,6,59
14597,10,2,84.1
14598,43,1,14.85
14600,305,1,24.75
14601,10,1,90
14606,0,93,139.3
14608,3,4,204
14609,71,4,191.16
14618,8,3,75
14619,245,1,30.6
14620,205,2,30
14621,0,5,59.4
14622,184,1,23.6
14623,31,5,60
14624,56,2,23.4
14625,195,2,35.4
14626,23,4,175.2
14628,90,2,70.8
14629,3,2,33.3
14631,50,3,111
14632,262,1,19.8
14633,265,1,27
14636,35,2,42.96
14638,50,1,57.8
14639,51,6,60
14640,23,6,53.55
14641,21,1,39.6
14642,58,1,76.32
14643,169,2,75.6
14644,67,2,175.2
14645,156,2,102
14647,200,1,99
14649,4,4,81.6
14651,66,2,27.04
14652,76,1,22.5
14653,0,7,97.3
14655,7,4,179
14656,168,2,14.75
14657,17,4,30
14658,4,2,39.95
14659,8,9,29.75
14660,86,2,81.36
14661,26,1,66.9
14662,28,4,45
14664,19,2,30
14665,60,5,81.6
14666,23,1,30
14667,10,25,170
14669,241,3,33.9
14670,279,2,18.75
14672,234,2,44.55
14673,2,5,122.4
14675,15,1,60.84
14676,30,6,178.2
14682,187,2,31.2
14684,25,5,61.2
14687,106,1,120
14688,7,21,153
14689,208,1,30
14690,43,2,27.04
14691,30,5,122.04
14692,136,4,20.4
14693,264,1,127.5
14696,3,7,51
14697,217,2,39.84
14698,1,5,29.85
14699,213,1,20.28
14700,31,3,63.6
14702,0,17,59.8
14703,14,1,19.8
14704,10,9,29.9
14705,198,1,179
14708,2,3,162.72
14709,14,13,62.4
14710,13,4,23.4
14711,9,11,195
14712,28,3,102
14713,8,11,102
14714,23,1,80.64
14715,24,4,67.5
14716,42,2,50.4
14719,1,5,30
14720,5,3,60
14722,146,1,30
14723,9,6,35.4
14725,24,1,78
14727,273,1,50.85
14729,373,1,19.8
14730,0,8,35.4
14731,46,3,24.9
14732,7,8,120
14733,15,12,204
14735,3,32,107.1
14737,3,3,170
14738,42,7,88.8
14739,3,7,180
14740,196,3,67.8
14741,11,6,93.6
14744,15,7,145
14745,112,5,70.8
14747,248,1,33.9
14748,28,5,34.8
14752,43,1,208.8
14753,86,1,35.4
14754,44,2,35.7
14755,9,11,59.4
14756,14,1,35.4
14757,74,1,40.56
14758,144,4,59.7
14759,4,3,35.4
14760,296,1,23.8
14761,58,2,51
14762,263,1,33
14764,46,1,88.8
14765,28,3,31.6
14766,7,6,54.08
14768,16,2,59.4
14769,2,8,165
14770,231,2,35.4
14772,111,1,24.96
14775,57,3,50.4
14776,50,11,100.8
14778,126,2,59.4
14779,280,3,39.95
14780,54,2,29.85
14782,319,1,90
14784,25,2,40.56
14785,9,2,37.92
14788,6,2,74.25
14789,28,1,59.4
14790,16,4,85
14792,63,1,4.25
14793,20,1,22.5
14794,2,7,59.8
14795,165,1,31.8
14796,0,17,100.8
14798,52,3,29.7
14799,50,1,24.75
14800,47,12,102
14801,60,1,8.5
14803,161,3,175.2
14804,8,1,63.75
14805,14,4,70.8
14806,74,1,25.2
14808,39,8,125
14810,40,11,35.4
14813,369,2,25.5
14815,36,2,30
14816,196,1,125
14817,199,2,50
14818,73,3,75
14819,63,2,51
14820,20,4,35.4
14821,366,1,25.2
14823,179,3,12.75
14824,9,4,166.4
14825,3,12,85
14829,28,4,34.8
14830,52,1,22.88
14834,17,6,128.88
14836,9,3,23.4
14837,89,4,33
14840,267,1,17.85
14841,52,6,60.48
14847,148,1,53.1
14849,21,25,175.2
14850,311,1,31.2
14851,22,2,63
14852,57,6,40.8
14853,23,2,175.2
14854,77,7,102
14855,118,2,82.5
14856,35,3,89.7
14857,59,2,35.4
14859,12,4,59.8
14860,18,1,40.56
14861,51,1,39.6
14862,25,2,34.8
14863,28,1,64.68
14865,6,2,18
14867,185,3,40.56
14868,2,8,59.4
14869,8,2,25.2
14870,261,1,81
14871,2,4,23.7
14873,209,1,39.8
14878,12,9,102
14880,76,3,25.5
14881,19,1,30
14882,26,2,90
14883,18,6,40.56
14885,131,1,102
14886,252,1,39.8
14888,206,1,40.5
14889,335,1,17.7
14890,253,1,25.5
14891,147,2,30.6
14893,9,2,35.7
14894,84,1,79.2
14895,7,20,158.4
14896,204,2,39
14897,7,4,83.2
14898,22,6,100.8
14901,10,9,75
14902,25,1,30
14903,20,5,45
14904,1,2,112.32
14905,157,2,81.6
14907,2,7,95.7
14908,73,1,79.6
14910,2,4,24.96
14912,16,2,81.6
14913,35,4,72
14915,90,2,83.4
14916,70,4,50.4
14918,115,2,81.6
14920,212,2,30
14921,29,2,49.5
14923,50,1,46.8
14924,245,1,125
14929,31,1,51
14930,108,3,51
14932,365,1,50
14934,81,2,81.6
14944,29,12,118.8
14946,13,1,34.5
14947,71,2,49.92
14948,22,6,59.7
14950,18,1,49.8
14951,78,1,38.25
14953,24,1,19.9
14954,11,1,25.5
14957,252,1,15.3
14958,146,3,31.9
14959,63,4,54.08
14960,7,2,67.5
14961,10,9,145
14962,270,1,70.2
14963,9,5,72
14964,246,1,101.76
14965,95,2,75
14966,14,1,16.4
14967,49,1,204
14968,29,1,14.85
14970,67,4,70.8
14971,34,3,28.9
14972,127,1,19.9
14974,36,1,12.5
14975,56,1,53.55
14976,56,7,51
14978,71,5,47.7
14981,245,1,16.5
14984,18,2,25
14985,197,2,19
14987,15,2,81.6
14988,211,1,45
14995,38,2,10.65
14997,45,3,46.8
14998,169,2,43.8
15000,47,1,30.6
15002,115,4,61.2
15004,146,1,112.5
15005,15,28,30.24
15006,50,1,37.5
15007,158,1,29.7
15009,11,3,45
15010,35,1,30
15012,53,2,12.75
15014,42,2,82.5
15016,172,1,17
15017,33,1,12.48
15018,38,3,51
15019,266,1,17.85
15021,8,9,41.5
15022,11,4,39.95
15024,9,10,46.8
15025,32,1,30
15026,79,3,76.5
15027,30,4,150
15028,7,4,59
15030,71,2,101.76
15031,3,4,72
15033,4,10,52.02
15034,15,8,177.6
15035,89,1,35.4
15036,71,3,23.4
15038,58,6,49.5
15041,169,1,16.5
15042,198,1,76.5
15043,30,1,179
15044,18,17,71.4
15045,151,2,175.2
15047,269,1,23.4
15048,64,4,30
15049,273,1,81.12
15050,24,3,120
15051,22,3,85.8
15052,318,1,79.9
15053,4,3,50
15054,11,2,15.9
15058,24,11,46.2
15059,40,9,35.8
15060,7,4,14.85
15062,70,4,39
15066,52,1,66.4
15067,77,3,102
15068,45,2,17.9
15069,178,1,29.7
15070,372,1,106.2
15071,93,2,142.8
15073,9,3,64.68
15074,104,1,34.68
15075,77,1,102
15076,172,1,50.4
15078,6,32,62.4
15079,212,4,81.6
15081,21,5,35.4
15083,256,1,34.8
15087,281,1,60.48
15088,20,2,85
15089,9,6,68
15090,307,1,31.8
15091,67,1,34
15092,214,2,38.25
15093,17,6,202.8
15095,103,4,60
15096,42,1,46.8
15097,3,1,23.8
15099,83,1,79.68
15101,8,2,104.4
15103,30,2,85
15104,196,2,33.9
15105,17,7,162.72
15106,17,5,39.6
15107,310,6,51
15108,141,4,60
15109,245,1,25.5
15110,23,4,119.85
15111,28,3,39.6
15114,29,10,51
15115,17,1,34
15116,17,4,157.92
15117,14,5,192
15119,245,1,39.95
15120,133,1,39.95
15121,49,2,25.5
15122,113,3,58.5
15123,6,2,81.12
15124,22,2,20.4
15127,65,1,60
15128,59,4,49.8
15130,169,1,35.4
15132,17,5,102
15133,127,3,90
15134,14,8,53.1
15135,238,1,19.5
15136,2,4,52.2
15139,239,2,23.4
15140,51,7,83.4
15142,45,1,53.1
15143,225,1,23.4
15144,7,17,102
15145,3,4,68
15146,164,2,81.6
15147,239,1,87.6
15148,10,1,23.4
15149,133,1,67.5
15150,16,10,40.8
15152,9,13,44.85
15153,30,1,28.08
15154,74,1,25
15156,0,3,47.8
15157,3,3,85
15158,44,1,135
15160,356,1,106.2
15163,17,2,69.3
15164,68,3,29.7
15165,372,1,26.1
15167,320,1,15.9
15168,25,1,47.7
15172,8,5,40.8
15174,322,1,19.8
15175,71,1,19.5
15178,259,1,19.5
15179,17,5,103.68
15180,366,1,18.6
15182,153,2,35.4
15184,28,2,25.5
15185,69,1,79.9
15186,13,2,35.4
15192,119,3,69.6
15193,60,1,70.8
15198,91,2,35.4
15201,86,5,120
15203,25,6,33
15204,356,1,68
15205,84,2,87.6
15206,9,4,61.2
15208,0,5,66
15210,224,1,49.95
15211,59,2,38.25
15212,240,1,39.8
15213,318,2,19.5
15214,1,8,30
15215,46,3,62.4
15216,87,1,63.6
15219,175,1,89.2
15220,51,6,46.8
15221,365,1,102
15222,318,1,165
15223,225,2,175.2
15224,357,2,68
15225,233,1,35.4
15226,310,1,30.6
15227,36,5,40.56
15228,65,4,102
15230,238,2,59.4
15232,112,2,50
15234,276,1,19.8
15235,217,12,35.4
15236,298,1,90
15237,1,4,30
15238,28,3,135.2
15239,9,2,35.4
15240,44,5,60
15241,66,8,85
15243,73,1,23.4
15244,64,2,70.8
15246,237,2,23.4
15247,121,1,81.6
15249,31,13,59.4
15252,35,2,32.7
15253,15,5,40.8
15254,126,1,30.24
15255,66,1,83.4
15256,148,1,25.2
15257,282,1,165
15258,168,2,38.25
15260,99,7,62.5
15261,134,1,29.7
15262,323,1,23.6
15263,106,1,17.4
15264,63,1,29.7
15265,150,2,63.75
15266,337,1,39.8
15271,6,15,43.35
15272,56,2,39.8
15274,3,2,35.4
15275,37,1,24.9
15276,65,1,8.5
15277,46,1,45
15279,354,1,26.1
15280,171,1,25.5
15281,58,9,39.6
15286,49,1,114.75
15287,21,2,90
15288,42,5,135
15289,28,3,99.84
15290,4,18,149.76
15292,200,1,15.95
15296,50,6,175.2
15297,9,3,27.04
15300,63,1,34.8
15303,289,1,35.4
15304,60,8,76.5
15306,63,3,102
15307,95,1,22.5
15308,273,1,25.5
15312,74,4,81.6
15313,109,1,52
15314,198,1,25.2
15315,63,2,34.8
15316,326,1,165
15318,3,1,47.4
15319,283,1,25.5
15320,43,1,69.6
15321,70,3,92.5
15322,85,1,40.56
15325,103,1,20.4
15326,333,1,27.04
15327,52,1,38.25
15329,38,3,76.5
15332,365,4,122.4
15333,207,1,180
15334,156,3,20.65
15335,53,1,15
15339,65,2,23.6
15341,80,1,180
15342,129,1,30.6
15343,86,1,31.8
15344,0,3,51
15345,45,1,30
15346,332,1,19.75
15347,365,1,120
15348,71,1,30
15349,157,2,38.25
15350,372,1,25.2
15351,11,7,50.4
15353,254,2,76.5
15355,28,2,47.7
15356,30,10,35.4
15358,4,22,79
15360,39,1,50.4
15361,361,1,203.52
15363,372,1,39.6
15365,25,7,99.6
15366,74,2,30
15367,56,4,71.4
15372,136,1,179
15373,7,12,102
15374,128,1,91.8
15376,39,3,34.8
15379,168,7,70.8
15382,14,6,71.4
15384,169,2,39.6
15385,39,1,157.92
15386,185,1,23.4
15388,269,1,23.4
15392,4,4,83.4
15393,15,2,40.56
15394,9,4,76.5
15395,325,1,17.85
15396,112,1,68
15397,289,1,17.85
15398,15,2,35.7
15399,0,3,49.92
15400,91,5,105
15402,148,2,45.36
15405,188,1,102
15406,30,2,47.7
15407,33,4,195
15408,263,1,22.5
15410,83,8,118.8
15411,25,4,51
15412,170,1,102
15414,9,3,59.4
15415,312,1,31.2
15416,64,4,153
15417,84,1,20.8
15419,24,1,36
15421,58,4,31.8
15422,322,2,22.5
15423,37,1,36
15424,253,2,60.48
15426,18,5,81.36
15427,32,3,34.68
15428,14,1,22.5
15429,26,2,35.4
15432,22,1,30.6
15433,213,2,16.5
15434,7,5,60
15435,21,1,12.5
15436,11,3,22.5
15437,261,1,22.95
15438,130,1,17.4
15440,54,3,42.5
15443,1,7,50.15
15444,8,2,27.04
15445,263,1,30
15447,330,1,25.5
15448,312,1,34.8
15449,25,3,31.2
15450,29,1,27
15452,29,3,25.2
15453,1,7,30
15454,361,1,21.9
15456,282,3,30.24
15457,261,1,19.9
15458,24,1,39.6
15460,353,1,13.2
15462,93,3,45
15463,28,1,30.6
15464,337,1,59.9
15466,84,1,19.8
15467,8,3,46.8
15468,50,2,25.2
15469,49,2,83.2
15471,1,1,81.6
15472,112,1,16.6
15475,76,1,47.8
15478,39,2,118.8
15480,115,1,89.25
15483,160,4,17.4
15484,0,4,118.8
15485,29,3,204
15488,92,1,76.32
15489,22,3,60.84
15491,94,6,88.8
15492,27,2,50
15493,32,5,51
15494,20,2,59.4
15498,2,27,141.6
15500,7,4,35.4
15503,362,1,9.95
15504,80,1,7.5
15505,52,5,177
15506,22,3,60
15507,171,1,29.85
15508,188,6,45
15511,11,5,38.25
15512,155,2,23.4
15516,44,3,8.67
15517,232,1,30.6
15518,63,8,37.5
15520,1,1,34.68
15522,32,2,39.84
15525,1,3,29.85
15526,32,2,119.4
15527,18,8,91.8
15528,253,1,58
15529,22,11,59.4
15530,21,4,51
15531,7,2,54.75
15532,24,4,35.4
15533,18,3,79.2
15535,172,4,30
15537,162,1,19.8
15539,6,1,61.2
15540,10,1,30
15541,113,1,8.85
15543,287,1,11.8
15544,8,9,33.2
15545,53,2,23.25
15547,6,14,201.6
15549,76,3,124.8
15550,3,4,39.6
15551,36,1,40.56
15552,216,1,15
15553,59,1,26.55
15554,277,1,19.9
15555,11,16,76.5
15556,23,1,50
15557,28,1,90
15561,11,4,118.8
15562,351,1,134.55
15563,21,4,59.4
15565,49,2,30.6
15567,18,1,99.84
15568,2,3,99.6
15570,6,12,45
15571,11,4,89.25
15572,4,7,195
15573,31,2,38.25
15574,177,4,38.25
15577,150,3,24.9
15578,161,1,39.6
15579,68,2,25
15582,24,3,35.4
15584,23,4,45
15585,176,1,39.6
15589,255,3,30
15592,46,1,60
15593,70,1,83.4
15594,15,5,39.6
15596,100,5,39.8
15597,34,1,30.6
15598,52,1,24.96
15599,26,2,35.4
15601,10,14,71.4
15602,7,9,93.6
15603,78,1,34.56
15604,51,1,29.88
15605,35,5,50.4
15606,60,9,90
15607,336,1,17
15608,27,4,107.28
15609,183,1,30
15610,51,1,25
15612,35,2,89.25
15615,9,23,122.04
15618,32,4,30
15619,10,1,145
15620,56,3,31.6
15622,42,9,49.95
15623,140,1,19.9
15624,116,4,35.4
15625,103,4,69.6
15626,74,2,39.8
15628,4,9,66
15630,44,2,59.8
15632,15,8,79.2
15634,16,1,29.7
15636,89,2,71.6
15637,52,1,30
15639,133,1,39.8
15641,104,4,59.4
15643,191,3,66.4
15644,165,4,22.95
15645,18,1,81.6
15646,157,3,22.5
15648,203,2,58
15651,36,3,85.92
15652,90,1,49.8
15654,8,2,111.3
15655,242,1,25.5
15656,44,4,30
15657,22,1,30
15658,189,5,76.5
15659,43,1,49.5
15660,24,9,47.2
15661,316,2,174
15663,105,1,23.4
15664,50,1,40.56
15665,167,2,71.4
15667,39,1,41.4
15668,217,1,76.32
15669,39,4,85.92
15670,296,1,19.8
15673,87,4,110.5
15675,80,3,27.36
15676,18,3,63.6
15677,48,1,44.55
15678,52,1,62.4
15679,23,4,33
15680,8,3,62.4
15681,24,5,68
15683,116,1,40.8
15687,8,9,51
15689,119,2,81
15690,3,2,46.8
15691,251,1,91.8
15692,27,1,24.9
15695,266,2,38.25
15696,32,8,59.95
15699,17,1,29.95
15700,171,2,40.8
15701,1,4,29.95
15703,264,1,107.1
15704,139,4,118.8
15705,200,1,60
15706,63,4,102
15707,34,4,45
15708,40,7,65.4
15709,283,1,38.16
15712,8,5,101.76
15713,142,2,53.1
15714,11,2,41.6
15716,145,4,81.6
15717,233,1,35.4
15719,32,13,39
15720,23,1,62.4
15721,11,1,70.8
15723,364,1,29.85
15724,200,2,35.7
15725,14,1,33
15729,212,1,23
15730,65,3,33
15732,211,2,39
15733,282,1,19.8
15734,114,2,207.5
15737,14,8,41.6
15738,18,16,98.1
15739,65,1,107.28
15740,48,1,28.08
15743,15,4,35.7
15744,77,1,13.92
15745,18,4,59.4
15746,133,1,18.75
15747,12,3,69.6
15748,39,1,19.5
15750,2,8,40.8
15752,39,7,50.4
15753,304,1,79.2
15754,50,3,25.2
15755,9,6,35.4
15756,60,4,12.75
15757,65,2,35.7
15758,24,1,34
15759,217,3,68
15762,64,2,25.5
15763,31,2,79.9
15764,87,6,178.75
15766,63,1,61.2
15774,68,1,25.5
15775,244,1,17.7
15776,132,1,25.5
15780,183,3,30.6
15781,24,3,35.4
15782,9,3,149.76
15783,10,1,30.24
15785,32,5,175.2
15786,45,3,59.4
15787,25,3,25
15789,357,1,23.4
15790,9,1,24.75
15791,43,2,81
15795,149,1,23.4
15796,0,8,91.8
15799,75,3,51
15800,106,2,30
15801,45,3,39.6
15803,50,1,94.64
15805,22,17,102
15806,45,3,118.8
15807,49,3,49.5
15808,305,4,83.7
15809,35,5,20.4
15810,78,4,33.2
15811,21,6,47.7
15813,207,2,175.2
15814,16,4,156.6
15819,48,4,51
15820,319,1,90
15821,43,2,29.85
15822,2,2,70.8
15823,371,1,15
15826,55,3,104.04
15827,72,14,31.6
15829,98,2,34.8
15830,37,1,33
15831,57,3,64.35
15832,253,1,31.6
15834,69,4,125
15835,43,4,50.85
15836,49,1,25
15837,64,1,30
15839,32,3,44.55
15840,58,2,23.4
15841,72,4,187.5
15843,303,1,17.85
15844,45,1,21.9
15845,17,8,81.12
15847,37,2,60.48
15850,18,2,15.12
15852,186,2,57.5
15853,51,1,10.5
15855,136,5,39.6
15857,18,1,81.6
15858,15,5,102
15860,40,8,33.9
15861,11,8,165
15862,7,4,40.56
15863,25,2,9.95
15865,40,3,83.2
15866,100,1,16.95
15867,4,15,52.2
15869,276,2,30.24
15870,32,1,24.96
15872,14,2,19.9
15877,1,2,42
15880,368,1,30
15881,311,5,100.8
15882,198,4,60
15883,1,2,30.6
15885,92,3,51
15886,59,1,58
15888,80,1,76.5
15889,156,2,21.95
15891,226,1,26.4
15894,252,2,74.25
15895,149,1,137.16
15897,193,2,110.5
15899,368,1,20
15900,23,1,22.5
15901,16,3,16.95
15904,7,1,28.75
15906,19,7,51
15907,3,3,34.65
15909,173,1,61.2
15910,0,8,19.8
15912,177,2,35.4
15916,15,8,44.75
15917,247,1,29.9
15918,190,2,35.7
15919,19,2,25.5
15920,153,4,8.95
15921,172,1,81.12
15922,372,1,75.6
15923,372,1,20.8
15925,193,1,38.25
15930,66,1,35.4
15932,3,8,122.04
15933,20,3,45
15937,63,1,33.6
15938,111,5,60
15940,310,1,35.8
15942,133,1,45
15944,276,1,175.2
15945,364,1,167.4
15947,82,1,179
15948,7,2,23.4
15949,16,2,35.4
15950,31,4,67.85
15951,8,2,31.6
15952,33,4,35.4
15953,14,8,81.6
15955,23,14,179
15957,31,1,50.4
15958,73,1,43.45
15963,19,2,39.6
15965,16,4,59
15967,22,2,24.75
15969,2,3,83.2
15970,303,1,49.8
15973,366,1,197.1
15974,38,7,175.2
15975,83,1,23.4
15976,164,2,23.4
15977,16,2,56.16
15978,76,1,70.8
15980,88,3,199.2
15981,24,8,102
15983,21,4,91.8
15984,2,10,183.06
15985,122,2,122.4
15986,29,1,19.8
15988,18,1,22.5
15990,43,2,51
15992,3,1,14.95
15993,8,7,30
15994,54,1,49.92
15996,87,6,35.95
15998,36,5,47.7
16005,11,4,9.95
16006,210,1,33.2
16007,47,4,30
16008,23,3,31.8
16009,21,4,59
16010,245,3,38.35
16011,7,16,70.8
16012,34,3,127.5
16014,37,3,22.5
16015,3,3,85.32
16016,2,8,33.9
16017,46,1,19.95
16018,38,2,49.92
16019,46,9,175.2
16020,16,3,102
16022,259,1,42.5
16023,45,3,20.85
16024,11,1,15.12
16025,29,1,23.4
16026,42,1,15.6
16027,91,6,165
16030,309,1,27.9
16031,91,2,39.95
16033,5,20,85
16034,195,3,71.4
16036,86,2,60.84
16037,269,3,139.8
16038,7,3,35.7
16040,64,3,48.9
16042,21,5,34.68
16043,37,4,70.8
16045,119,4,45
16048,372,2,50.4
16049,39,3,30
16050,173,1,24.9
16052,53,1,40.56
16053,32,2,57.6
16054,144,1,31.9
16055,220,1,24.95
16056,44,1,40.8
16057,15,7,39.6
16059,65,6,30
16062,9,4,102
16063,259,1,20.4
16065,364,1,40.8
16066,16,5,103.68
16070,21,2,102
16071,44,1,23.4
16072,287,1,102
16073,296,1,122.4
16076,2,10,59.4
16078,283,1,79.2
16080,81,2,41.6
16081,55,5,81.6
16083,100,2,158.4
16084,298,1,45.9
16085,22,5,17.9
16086,58,5,99.6
16091,154,2,24.96
16092,114,3,30
16093,106,1,17
16094,11,4,51
16096,263,1,125
16097,239,1,30
16098,87,7,178.2
16099,49,3,41.6
16101,70,1,30
16102,41,3,129
16103,6,6,149
16104,61,1,50.85
16105,248,1,101.76
16106,65,1,23.4
16108,84,1,34.68
16109,218,2,131.4
16110,44,3,30
16112,142,4,51.84
16113,182,1,20.16
16114,170,1,19.8
16115,9,8,29.7
16116,211,1,39.8
16117,189,1,22.5
16119,7,2,59.4
16120,58,4,151.2
16121,56,2,29.88
16122,72,4,124.8
16123,51,1,39.6
16124,316,1,33.9
16125,366,1,45
16126,28,4,170
16127,38,1,46.8
16128,17,5,79.8
16131,51,6,135
16134,21,2,35.4
16135,262,1,175.2
16136,59,3,47.7
16139,18,3,49.5
16140,65,2,103.68
16141,87,1,41.6
16142,249,1,40.8
16144,246,1,175.2
16145,8,11,70.2
16146,156,3,102
16147,133,1,30
16148,295,1,76.32
16149,4,2,25.2
16150,42,5,39.8
16152,268,1,131.4
16153,49,5,76.32
16156,8,9,118.8
16157,15,3,118.8
16159,281,1,45
16161,1,19,49.5
16162,251,1,25.5
16164,16,3,104.04
16169,7,4,70.8
16170,50,6,46.8
16171,58,1,24.9
16172,94,5,59.4
16173,15,6,44.55
16175,93,4,35.7
16177,49,1,41.6
16178,137,1,47.8
16179,60,1,41.7
16180,99,8,179
16181,72,1,141.6
16183,66,1,83.4
16184,63,6,54.08
16185,16,2,25.5
16186,22,12,70.8
16187,31,15,83.2
16188,44,4,39.6
16189,15,2,60
16190,39,1,89.85
16193,236,1,25.2
16198,74,1,41.6
16200,3,2,33.9
16201,2,4,54.08
16202,360,1,63.6
16203,58,4,25.5
16204,22,1,30
16205,30,4,90
16206,54,4,70.8
16207,24,1,50
16208,44,2,39.8
16211,88,1,175.2
16212,18,2,25.5
16213,78,1,76.5
16214,170,3,102
16215,80,1,25.2
16216,266,1,165
16217,234,2,65.4
16218,29,7,116
16221,36,3,51
16222,317,1,23.6
16224,56,4,40.8
16225,44,5,44.55
16226,202,3,70.8
16227,224,1,166.8
16229,86,2,75
16230,189,2,35.4
16232,43,4,75
16233,70,3,87.6
16235,40,5,43
16236,77,1,49.8
16239,56,2,51
16241,9,13,34
16242,7,7,47.2
16243,33,2,85
16244,211,2,31.6
16245,23,3,35.95
16247,169,1,19.9
16248,61,1,25.2
16249,52,5,99
16250,260,2,27
16253,66,2,106.2
16255,16,8,40.32
16256,266,1,102
16257,176,1,25
16260,50,1,204
16261,16,4,29.85
16265,8,9,104
16266,73,7,50
16268,70,2,50
16270,352,1,102
16271,2,5,62.4
16272,116,1,25
16274,372,1,29.95
16275,196,1,40.8
16279,20,3,45
16282,339,1,34
16283,5,5,45
16284,30,2,39.6
16287,169,1,25.2
16292,121,1,30
16293,21,10,50.4
16295,9,4,39.8
16297,268,1,23.4
16298,22,3,95.4
16302,126,1,51
16303,25,3,123.75
16305,138,1,20.8
16306,213,6,53.1
16309,105,2,89.25
16311,17,2,33.2
16313,2,2,23.4
16315,330,1,19.9
16317,119,3,69.12
16318,34,1,39.6
16319,217,1,142.8
16320,171,2,45
16321,71,5,53.1
16322,0,2,24.96
16323,195,1,207.5
16324,127,3,17.5
16325,46,3,71.4
16326,5,14,70.8
16327,13,6,67.6
16330,17,3,112.5
16332,27,7,55.6
16337,36,1,20
16338,156,1,49.5
16339,283,1,7.95
16340,106,1,30
16341,24,4,104
16342,74,4,41.6
16343,15,2,26
16344,157,1,65.4
16345,43,1,100
16347,10,2,69.3
16348,31,7,50
16349,290,1,15.95
16350,20,4,39.6
16351,332,1,25.5
16352,17,2,30.6
16354,62,2,35.4
16356,197,3,21.8
16357,32,3,39.6
16358,0,4,70.8
16360,4,6,35.7
16361,9,4,33.9
16362,31,5,49.92
16363,52,1,35.4
16364,11,2,39.8
16366,18,1,35.4
16367,36,2,20.8
16368,1,2,50.4
16369,17,3,52.2
16370,81,4,33.9
16372,32,2,19.9
16374,65,2,23.8
16376,8,2,107.1
16378,246,3,53.1
16379,3,4,62.4
16383,74,2,40.8
16384,89,2,45.9
16385,59,3,42.5
16386,28,2,17.7
16387,322,1,40.56
16389,52,4,175.2
16392,269,1,22.1
16393,1,13,74.7
16394,56,5,100.8
16395,60,5,40.8
16398,153,2,72
16399,18,2,25
16400,94,1,34.68
16401,0,12,148.5
16402,264,2,52.2
16403,311,1,23.4
16404,69,1,39.8
16405,301,2,92.4
16406,18,1,8.85
16407,12,10,75
16409,35,5,40.32
16411,18,2,20.85
16412,53,1,16.6
16413,56,1,33.2
16414,21,2,33
16415,43,1,30
16416,26,3,119.4
16418,44,3,29.95
16419,112,6,79.6
16423,24,1,60.84
16424,190,1,40.56
16425,301,1,31.8
16426,1,10,81.36
16427,262,2,53.1
16430,56,1,100.8
16431,212,3,45
16432,63,1,144
16433,27,1,63.6
16434,28,7,45
16438,5,5,26.1
16440,7,5,102
